temperature,humidity,moisture,soil_type,crop_type,nitrogen,potassium,phosphorous,fertilizer_name
33.39,63.67,59.26,black,maize,11,16,15,17-17-17
30.47,61.98,21.87,black,millets,42,0,1,dap
24.6,59.94,58.54,black,barley,12,0,12,17-17-17
32.18,53.01,45.88,sandy,barley,1,18,14,dap
26.48,61.28,57.82,sandy,sugarcane,9,3,16,10-26-26
33.16,63.11,53.91,sandy,pulses,23,0,28,10-26-26
37.39,69.61,67.14,red,millets,38,0,2,20-20
38.64,74.69,33.53,sandy,sugarcane,14,3,16,urea
22.93,59.18,36.33,loamy,pulses,11,0,38,17-17-17
31.44,62.56,39.08,red,paddy,45,0,0,20-20
25.6,66.44,64.99,clayey,tobacco,9,6,29,dap
33.19,59.66,56.19,loamy,paddy,6,12,14,14-35-14
27.12,47.82,58.64,clayey,sugarcane,38,0,0,urea
28.19,51.2,44.38,clayey,cotton,24,0,16,14-35-14
31.97,58.34,59.73,red,cotton,6,11,32,dap
34.13,65.02,35.68,black,cotton,41,0,3,dap
26.4,65.58,44.9,sandy,maize,27,0,20,urea
37.03,63.45,39.53,red,cotton,39,3,0,20-20
21.34,54.69,39.42,red,pulses,20,2,26,14-35-14
30.34,57.74,34.86,red,millets,16,0,42,dap
27.05,53.84,37.54,black,maize,23,0,24,14-35-14
28.09,53.58,27.41,loamy,ground nuts,13,6,14,28-28
36.19,70.05,26.41,black,wheat,19,3,24,14-35-14
27.86,44.14,58.37,black,barley,13,0,16,14-35-14
26.41,56.89,37.25,loamy,oil seeds,31,0,2,17-17-17
28.03,42.81,70,black,sugarcane,5,0,14,10-26-26
29.21,57.22,49.29,clayey,paddy,17,13,14,14-35-14
37.56,66.53,37.17,black,sugarcane,15,0,39,14-35-14
35.57,69.22,38.56,clayey,tobacco,26,0,17,28-28
34.43,59.77,62.97,red,cotton,17,2,42,14-35-14
31.27,43.49,37.61,loamy,barley,35,0,3,14-35-14
25.82,61.11,39.24,red,barley,6,20,16,17-17-17
26.5,45.75,61.25,red,millets,36,0,0,dap
34.03,60.39,43.18,loamy,sugarcane,10,0,6,10-26-26
28.01,50.4,61.19,red,millets,6,2,11,dap
28.67,55.39,64.88,clayey,oil seeds,14,3,35,17-17-17
30.47,67.64,60.18,red,cotton,39,0,0,17-17-17
29.93,66.3,55.91,black,cotton,8,9,11,dap
30.69,60.36,64.89,loamy,barley,7,9,32,17-17-17
30.92,49.97,58.06,loamy,tobacco,13,0,37,urea
28.21,57.45,20,sandy,pulses,18,13,13,dap
27.18,64.47,30.84,red,paddy,15,17,18,20-20
21.63,57.62,34.24,sandy,maize,11,15,11,20-20
30.78,61.89,28.42,clayey,millets,12,3,36,dap
27.05,50.42,42.32,clayey,paddy,10,4,11,17-17-17
31.18,47.51,35.51,red,wheat,13,12,25,17-17-17
31.88,56.55,43.06,loamy,cotton,9,0,12,dap
31.35,62.93,34.02,clayey,barley,17,2,28,14-35-14
30.99,59.97,63.35,red,wheat,13,0,14,dap
32.83,55.64,40.91,loamy,tobacco,42,0,0,14-35-14
33.9,50.25,20,red,millets,7,19,12,10-26-26
24.38,50.13,34.67,clayey,cotton,13,3,33,28-28
31.49,58.29,37.49,clayey,millets,44,0,0,14-35-14
31.93,53.26,30.3,clayey,wheat,31,1,4,dap
33.75,70.86,30.19,loamy,tobacco,25,0,16,10-26-26
36.49,72.03,52.71,red,wheat,9,13,23,17-17-17
33.91,50.88,53.37,red,paddy,5,3,32,urea
40,76.4,57.23,red,sugarcane,10,19,18,14-35-14
32.12,76.73,34.45,black,wheat,4,3,33,urea
24.06,53.06,37.08,sandy,sugarcane,23,0,24,28-28
25.5,53.43,42.85,red,tobacco,5,10,31,17-17-17
34,59.76,27.52,black,maize,13,0,41,dap
22.5,58.83,39.36,red,oil seeds,10,4,12,urea
38.66,60.15,57.58,sandy,millets,38,0,3,dap
33.03,59.23,50.06,sandy,cotton,9,7,28,17-17-17
27.05,53.34,70,loamy,ground nuts,10,1,10,28-28
27.27,62.47,57.15,clayey,millets,16,0,5,dap
29.07,56.52,53.78,clayey,cotton,5,14,11,urea
38.17,66.45,68.55,loamy,cotton,37,4,0,urea
28.13,55.71,50.38,clayey,cotton,18,3,20,14-35-14
32.56,62.62,56.5,clayey,maize,11,0,40,dap
30.84,47.62,28.08,red,millets,34,2,1,urea
30.98,64.17,26.26,red,ground nuts,6,11,32,20-20
25.27,52.33,20.33,loamy,tobacco,15,0,36,20-20
29.51,47.21,49.01,clayey,wheat,1,14,12,dap
38.59,68.57,31.88,loamy,paddy,41,0,4,14-35-14
33.01,56.62,38.75,sandy,pulses,38,0,4,17-17-17
29.94,54.58,36.36,sandy,cotton,20,2,20,10-26-26
28.42,68.97,38.11,sandy,barley,35,1,1,20-20
31.81,62.69,55.11,sandy,barley,17,0,8,14-35-14
28.06,49.09,36,clayey,ground nuts,21,0,26,28-28
32.09,67.57,37.6,loamy,sugarcane,25,0,18,10-26-26
30.4,73.93,50.87,clayey,cotton,11,2,37,dap
31.37,61.56,36.38,clayey,oil seeds,12,0,33,20-20
28.4,64.69,20,black,wheat,9,8,30,dap
35.46,68.5,33.83,red,paddy,7,3,32,14-35-14
33.36,48.62,48.04,black,paddy,9,0,36,14-35-14
30.09,51.69,31.75,clayey,sugarcane,35,2,0,20-20
31.62,53.17,41.08,clayey,maize,38,0,0,dap
35.85,65.73,46.71,clayey,wheat,41,0,0,20-20
28.23,59.71,40.91,clayey,oil seeds,19,2,18,dap
22.91,52.89,43.54,black,ground nuts,36,0,0,17-17-17
31.57,59,29.74,loamy,millets,32,0,3,17-17-17
33.33,68.93,44.04,loamy,wheat,41,0,0,20-20
26.1,56.4,70,red,maize,8,14,10,20-20
23.85,54.74,31.15,black,maize,10,4,8,28-28
33.93,68.08,68.4,red,barley,4,5,28,20-20
24.14,50.03,56.4,red,oil seeds,11,3,5,10-26-26
30.9,61.42,48.45,loamy,barley,13,0,6,28-28
38.27,61.02,39.38,clayey,tobacco,10,1,14,10-26-26
30.53,72.94,69.94,black,pulses,14,0,37,dap
36.91,57.36,46.79,black,barley,9,4,30,10-26-26
27.89,58.78,32.12,clayey,millets,37,0,1,20-20
25.91,61.37,35.85,black,ground nuts,37,0,0,20-20
26.89,45.93,34.24,loamy,ground nuts,37,0,0,28-28
26.9,54.22,37.63,sandy,oil seeds,41,0,0,28-28
33.83,56.33,40.46,clayey,cotton,9,11,17,urea
32.23,65.73,36.41,black,pulses,13,0,11,10-26-26
33.56,69.13,30.78,clayey,oil seeds,13,0,13,14-35-14
22.37,59.31,53.4,sandy,millets,25,1,21,14-35-14
40,66.19,57.22,sandy,paddy,40,0,0,14-35-14
26.38,58.32,37.72,loamy,pulses,38,0,0,urea
25.09,55.29,28.94,loamy,ground nuts,15,0,39,10-26-26
34.6,52.97,41.6,red,wheat,12,3,41,14-35-14
30.08,55.2,40.09,clayey,paddy,14,0,11,17-17-17
29.16,50.81,20,black,millets,7,16,12,17-17-17
23.32,50.4,46.44,black,tobacco,27,3,27,10-26-26
27.41,54.55,26.1,loamy,cotton,33,0,0,urea
29.23,70.7,54.12,sandy,maize,42,3,0,10-26-26
35.92,63.54,54.99,clayey,sugarcane,17,0,40,14-35-14
24.33,52.3,46.6,red,cotton,20,0,16,14-35-14
33.99,62.02,24.13,loamy,cotton,42,0,3,28-28
33.8,69.65,29.13,black,sugarcane,11,2,33,20-20
29.19,67.99,28.27,clayey,pulses,42,0,0,17-17-17
32.92,56.58,28.5,loamy,barley,2,14,21,28-28
29.7,50.47,41.56,sandy,ground nuts,11,19,22,28-28
22.82,48.25,49.55,clayey,maize,21,0,24,28-28
24.87,53.41,36.47,loamy,oil seeds,31,4,0,dap
29.25,54.77,56.41,sandy,oil seeds,17,12,11,10-26-26
28.88,54.57,38.98,clayey,paddy,39,3,0,20-20
36.11,61.24,27.61,loamy,cotton,14,4,35,20-20
27.91,48.69,33.26,red,ground nuts,37,0,0,17-17-17
32,59.17,32.35,loamy,cotton,40,0,0,28-28
31.12,56.27,40.65,loamy,paddy,17,0,37,dap
38.03,60.56,64.39,loamy,millets,18,0,35,14-35-14
40,78.63,39.77,clayey,tobacco,13,2,39,14-35-14
21.56,48.99,38.37,clayey,wheat,32,1,4,urea
34.16,57.77,64.71,red,cotton,3,12,29,20-20
29.74,67.3,55.7,clayey,barley,41,3,4,20-20
24.02,52.18,41.72,red,paddy,40,0,0,28-28
31.44,57.6,49.09,black,tobacco,35,0,2,28-28
27.82,58.21,39.11,red,pulses,23,3,13,17-17-17
28.68,48.05,70,clayey,sugarcane,4,0,10,10-26-26
37.79,65.38,42.1,loamy,pulses,16,2,42,urea
30.84,62.89,31.1,black,pulses,18,0,36,dap
32.08,69.28,53.59,clayey,pulses,12,19,10,20-20
30.53,54.66,40.76,red,wheat,23,0,22,dap
27.28,67,60.31,red,ground nuts,9,6,30,17-17-17
30.52,52.92,33.2,loamy,oil seeds,8,11,32,urea
25.51,63.32,68.32,clayey,maize,4,12,33,10-26-26
30.28,76.59,30.6,clayey,ground nuts,10,0,35,28-28
31.27,76.13,35.28,red,cotton,9,3,32,20-20
26.52,59.29,37.89,black,sugarcane,21,0,19,14-35-14
37.78,70.33,64.11,loamy,wheat,5,10,28,10-26-26
30.49,58.21,39.3,clayey,ground nuts,12,11,11,17-17-17
29.18,54.17,23.3,sandy,ground nuts,42,1,0,28-28
25.21,46.78,31.12,clayey,oil seeds,44,2,0,urea
22.64,49.3,30.33,black,paddy,9,4,12,urea
30.2,64.88,52.82,clayey,oil seeds,8,15,13,20-20
24.84,49.58,47.64,loamy,barley,37,0,0,10-26-26
30.49,58.83,54.73,loamy,paddy,35,4,2,17-17-17
30.73,49.9,32.48,loamy,pulses,15,0,10,20-20
29.82,58.66,44.21,sandy,millets,26,4,17,28-28
23.92,47.26,38.11,red,maize,9,7,25,urea
27.8,66.49,56.09,loamy,ground nuts,11,11,14,28-28
40,75.55,28.97,black,ground nuts,15,0,40,17-17-17
31.12,72.97,50.32,clayey,pulses,14,17,8,17-17-17
24.8,61.32,54.78,black,cotton,7,6,32,20-20
32.45,67.58,55.57,black,cotton,4,0,10,17-17-17
31.61,66.27,33.06,sandy,pulses,7,6,18,urea
40,65.43,64.34,sandy,pulses,14,0,36,17-17-17
34.46,78.03,54.74,red,millets,42,0,1,14-35-14
20.26,41.18,47.6,red,millets,23,0,14,dap
36.22,77.81,51.95,black,pulses,37,0,0,14-35-14
30.24,56.13,30.91,black,barley,38,2,1,10-26-26
35.54,62.73,42.81,loamy,paddy,14,10,11,dap
29.73,58.45,60.67,loamy,cotton,9,0,8,14-35-14
27.58,64.59,62.12,sandy,cotton,14,1,34,20-20
26.09,69.65,41.82,loamy,cotton,9,0,39,28-28
30.48,61.31,44.39,red,millets,22,0,15,urea
29.86,48.43,47.14,clayey,maize,39,0,2,14-35-14
25.2,65.72,54.26,black,sugarcane,8,2,32,20-20
31.81,70.13,21.18,red,ground nuts,13,0,36,28-28
22.32,56.11,24.06,black,maize,15,0,38,17-17-17
25.7,67.81,42.7,loamy,tobacco,25,0,17,20-20
30.23,55.76,53.54,loamy,barley,5,7,25,14-35-14
32.37,55.24,33.67,loamy,tobacco,18,0,32,17-17-17
26.08,44.39,42.34,clayey,sugarcane,16,2,26,20-20
39.89,76,32.46,red,ground nuts,44,3,0,17-17-17
38.92,57.75,34.28,clayey,tobacco,13,0,38,dap
26.41,55.23,43.13,black,barley,20,1,27,10-26-26
35.85,62.3,36.56,red,millets,16,0,42,urea
33,59.14,48.43,black,tobacco,3,8,31,14-35-14
35.84,73.34,56.27,red,barley,11,6,26,10-26-26
32.85,53.21,37.96,black,barley,40,2,0,dap
36.16,64,43.68,loamy,millets,20,0,19,urea
28.03,51.46,40.88,sandy,tobacco,10,3,11,17-17-17
38.77,73.1,64.83,sandy,paddy,9,4,35,28-28
39.61,74.2,29.32,clayey,cotton,9,1,38,28-28
40,65.97,61.68,black,cotton,10,4,39,17-17-17
31.66,68.88,64.94,sandy,paddy,36,0,0,17-17-17
25.79,47.25,45.73,clayey,millets,32,0,0,dap
37.12,73.45,56.53,loamy,wheat,15,14,13,14-35-14
27.79,54.72,69.39,black,maize,40,0,0,20-20
27.84,50.3,41.85,loamy,paddy,12,7,24,14-35-14
23.68,57.9,28.78,sandy,maize,32,0,2,14-35-14
32.02,47.68,43.98,loamy,sugarcane,36,0,0,28-28
34.91,53.17,64.9,sandy,paddy,15,13,15,dap
31.87,56.38,39.33,clayey,barley,40,2,0,20-20
33.5,61.54,58.09,loamy,pulses,39,0,0,14-35-14
21.34,47.91,23.25,loamy,barley,13,2,6,10-26-26
27.75,48.05,35.2,sandy,oil seeds,25,4,24,urea
27.41,57.31,54.62,loamy,tobacco,20,4,14,20-20
36.6,74.72,50.92,sandy,oil seeds,39,0,0,10-26-26
21.52,56.82,37.02,clayey,tobacco,21,2,20,dap
39.1,77.95,44.22,sandy,cotton,13,0,36,28-28
30.22,56.38,60.39,loamy,maize,14,10,33,urea
24.32,66.77,37.7,black,ground nuts,26,0,16,20-20
31.78,51.44,58.82,loamy,barley,10,4,4,17-17-17
27.73,59.27,54.2,red,tobacco,3,5,35,dap
25.66,45.25,65.07,sandy,barley,8,0,15,28-28
37.17,70.91,67.53,sandy,ground nuts,21,4,22,14-35-14
27.41,53.44,36.65,black,sugarcane,31,0,0,urea
32.37,61.99,20.42,loamy,oil seeds,7,3,41,17-17-17
29.68,74.89,47.11,sandy,barley,22,0,21,20-20
29.9,53.17,58.98,black,ground nuts,12,5,24,17-17-17
31.08,56.03,45.64,black,millets,14,1,14,14-35-14
31.95,59.95,41.17,loamy,maize,15,3,39,20-20
28.83,59.74,35.13,loamy,ground nuts,1,14,14,urea
28.67,59.49,43.85,loamy,pulses,38,1,1,28-28
32.76,50.9,22,red,cotton,9,20,17,14-35-14
40,52.95,43.51,loamy,wheat,10,0,43,14-35-14
28.17,50.93,37.01,clayey,sugarcane,30,0,0,17-17-17
28.66,62.69,52.78,sandy,tobacco,45,0,0,dap
32.76,57.8,53.21,loamy,cotton,17,3,28,10-26-26
33.29,71.48,55.06,loamy,wheat,14,1,36,urea
22.61,60.89,53.36,black,ground nuts,27,0,18,17-17-17
24.55,59.45,47.37,red,barley,1,15,15,urea
28.72,58.94,59.53,sandy,ground nuts,13,15,13,28-28
36.49,58.68,47.81,clayey,cotton,42,2,2,dap
27.77,61.89,27.29,black,wheat,15,0,38,28-28
27.09,45.13,20.39,red,wheat,17,0,41,28-28
30.34,65.26,61.34,loamy,pulses,10,5,35,17-17-17
28.74,60.87,37.06,clayey,maize,10,16,19,17-17-17
38.12,66.69,33.67,loamy,sugarcane,15,2,9,dap
37.98,66.3,70,red,paddy,22,0,16,10-26-26
30.61,58.28,51.6,loamy,ground nuts,22,0,25,14-35-14
30,42.84,46.81,loamy,barley,8,17,12,17-17-17
39.4,75.28,52.3,red,maize,14,3,39,10-26-26
27.74,60.46,44.85,red,wheat,19,0,21,20-20
27.37,52.05,37.96,clayey,maize,24,0,20,28-28
32.5,71.1,69.62,red,wheat,7,7,11,10-26-26
26.46,43.65,36.14,black,maize,12,0,13,20-20
30.31,69.86,46.3,black,cotton,45,1,0,10-26-26
32.02,50.79,61.39,sandy,oil seeds,7,8,37,10-26-26
36.4,70.69,31.58,sandy,ground nuts,16,0,44,28-28
31.51,54.73,65.9,sandy,pulses,16,0,10,14-35-14
39.77,60.41,50.77,sandy,wheat,6,4,34,urea
33.93,62.94,38.71,red,millets,39,0,0,14-35-14
32.13,65.75,52.1,loamy,pulses,13,0,35,14-35-14
29.99,54.89,41.47,red,cotton,34,3,0,urea
38.38,71.17,56.45,clayey,wheat,36,0,3,14-35-14
30.43,59.04,40.61,loamy,pulses,39,4,0,urea
28.65,49.55,30.12,red,cotton,19,11,6,urea
25.07,45.11,36.38,clayey,maize,2,20,18,20-20
26.73,51.88,26.29,red,tobacco,13,2,41,dap
35.68,63.89,46.79,sandy,oil seeds,14,14,13,20-20
33.56,59.78,61.64,loamy,pulses,13,2,40,28-28
28.48,60.34,33.57,sandy,millets,43,0,3,28-28
34.31,58.35,30.92,black,millets,43,0,1,10-26-26
28.81,49.93,33.75,red,tobacco,34,1,0,17-17-17
24.11,57.89,23.7,loamy,sugarcane,27,2,17,28-28
31.21,55.32,38.91,red,oil seeds,41,0,0,10-26-26
28.66,41.97,62.44,red,barley,8,9,19,14-35-14
22.83,46.9,34.09,clayey,wheat,9,0,42,dap
25.54,65.51,26.75,black,paddy,10,13,29,28-28
30.02,68.96,35.81,red,sugarcane,14,0,32,20-20
29.98,73.22,48.77,clayey,millets,26,4,18,urea
34.95,71.28,53.19,red,millets,41,2,0,20-20
27.38,57.61,57.88,sandy,maize,8,0,5,dap
35.64,66.88,38.75,black,oil seeds,2,18,24,10-26-26
39.23,71.01,31.63,clayey,cotton,39,0,0,dap
26.84,54.27,49.61,red,paddy,20,0,26,28-28
34.38,70.03,23.96,sandy,oil seeds,38,2,1,dap
37.38,61.81,32.73,loamy,cotton,3,5,31,28-28
36.92,62.66,58.76,clayey,tobacco,9,17,19,20-20
31.54,66.48,66.12,clayey,wheat,11,13,27,dap
30.38,67.91,57.24,sandy,sugarcane,14,0,33,14-35-14
33.13,61.63,41.66,sandy,paddy,15,1,32,28-28
40,61.51,32.66,sandy,paddy,10,2,44,14-35-14
37.05,61.02,32.03,sandy,oil seeds,18,2,21,urea
29.45,60,64.63,loamy,maize,10,4,28,urea
20.82,42.97,44.06,red,tobacco,16,3,17,17-17-17
34.04,60.33,70,sandy,oil seeds,7,10,27,20-20
25.22,62.81,49.09,red,paddy,5,3,10,28-28
25.96,53.04,46.11,black,barley,6,11,31,10-26-26
34.01,50.12,30.27,loamy,tobacco,12,4,9,dap
40,71.27,25.24,red,maize,16,4,17,17-17-17
35.95,70.71,37.39,black,cotton,37,3,0,14-35-14
29.41,52.65,48.35,loamy,barley,7,3,27,dap
33.88,55.46,26.2,black,millets,37,0,0,28-28
33.99,68.26,39.64,red,barley,11,0,6,10-26-26
24.47,57.6,70,sandy,tobacco,39,1,0,14-35-14
25.83,44.55,44.99,sandy,paddy,5,20,24,urea
24.74,60.74,60.98,loamy,pulses,5,3,17,17-17-17
27.19,59.49,56.18,black,maize,9,17,16,dap
31.1,50.28,40.57,clayey,cotton,7,3,24,28-28
26.73,44.52,40.8,clayey,paddy,8,0,31,14-35-14
30.46,71.86,41.95,clayey,wheat,0,7,28,10-26-26
28.7,59.26,46.42,black,pulses,11,2,39,urea
32.49,61.52,47.27,sandy,wheat,14,16,23,urea
25.28,55.11,38.36,clayey,pulses,13,0,9,28-28
23.54,50.26,50.16,loamy,millets,27,2,23,20-20
28.53,62.54,61.11,red,maize,15,2,36,14-35-14
26.45,56.63,64.39,clayey,pulses,14,9,27,urea
27.71,67.71,47.17,loamy,pulses,8,9,15,10-26-26
24.98,47,20.99,loamy,sugarcane,15,12,6,28-28
35.07,59.79,61.83,black,tobacco,14,13,14,28-28
36.94,58.84,55.16,sandy,sugarcane,1,7,33,28-28
30.26,50.57,43.21,black,pulses,13,6,11,dap
32.12,69.24,36.58,red,cotton,43,0,0,14-35-14
22.33,46.53,40.1,clayey,cotton,27,1,14,dap
27.36,61.34,43.04,black,wheat,11,0,17,28-28
29.03,53.72,43.41,loamy,wheat,10,0,34,dap
32.8,55.77,44.43,sandy,barley,16,0,10,14-35-14
32.28,58.89,29.28,clayey,pulses,8,1,10,28-28
37.53,58.75,51.59,red,paddy,12,0,41,10-26-26
22.55,56.57,51.93,loamy,oil seeds,19,0,26,urea
22.07,52.72,24.22,sandy,millets,17,15,14,10-26-26
28.92,44.74,44.89,red,millets,44,1,0,17-17-17
26.05,48.76,45.26,loamy,barley,38,0,0,dap
24.84,58.91,43.15,red,cotton,34,0,0,dap
30.62,70.7,46.64,loamy,oil seeds,1,21,17,20-20
26.56,59.44,32.72,black,maize,7,11,17,20-20
31.15,55.59,35.09,red,barley,14,0,36,14-35-14
25.6,57.71,30.94,black,millets,2,20,16,28-28
26.71,55.75,70,black,ground nuts,13,0,35,28-28
29.67,63.41,36.42,red,millets,20,0,17,28-28
33.3,61.13,64.91,black,oil seeds,13,4,36,28-28
32.01,57.23,32.85,sandy,sugarcane,41,1,2,10-26-26
30.59,54.91,43.28,sandy,barley,33,2,0,dap
37.88,74.88,27.06,red,tobacco,15,1,18,28-28
30.48,47.8,70,loamy,paddy,40,2,0,28-28
30.3,69.31,52.01,black,barley,11,1,8,dap
34.08,55.54,59.21,black,millets,4,6,34,20-20
38.45,63.15,58.06,clayey,barley,6,2,8,10-26-26
24.76,55.27,34.69,sandy,sugarcane,17,16,20,17-17-17
25.73,68.57,70,sandy,millets,10,4,26,17-17-17
20.56,55.98,65.55,loamy,barley,34,0,0,dap
38.77,68.24,57.2,sandy,wheat,42,0,0,20-20
30.56,55.9,40.77,clayey,oil seeds,14,0,5,dap
26.93,51.37,50.87,sandy,oil seeds,8,0,39,urea
26.67,42.74,30.17,red,maize,2,14,18,urea
31.42,63.61,32.38,loamy,wheat,38,0,0,28-28
26.7,43.08,32.35,black,ground nuts,10,16,13,17-17-17
26.05,51.11,35.27,red,wheat,10,18,10,17-17-17
25.12,46.17,43.74,red,oil seeds,25,1,20,20-20
32.41,67.07,32.33,loamy,barley,12,0,6,urea
27.81,63.26,43.38,sandy,wheat,32,0,0,10-26-26
23.36,50.24,34.4,sandy,sugarcane,40,0,2,dap
33,57.63,37.28,loamy,cotton,12,0,16,urea
26.02,55.23,47.78,sandy,oil seeds,10,2,12,28-28
26.74,56.43,41.86,loamy,maize,23,4,22,dap
33.17,68.4,25.54,black,barley,17,0,32,urea
33.5,69.8,35.8,clayey,ground nuts,16,0,35,dap
28.32,55.53,39.8,clayey,barley,16,3,13,14-35-14
29.54,71.68,57.48,sandy,tobacco,13,12,16,10-26-26
25.68,50.13,50.92,red,sugarcane,36,1,0,urea
28.77,63.48,49.52,red,barley,37,0,0,dap
23.17,44.36,26.03,sandy,tobacco,37,0,0,20-20
27.12,63.03,28.6,loamy,paddy,12,4,39,dap
31.38,57.13,37.26,black,ground nuts,36,0,0,20-20
27.91,58.99,64.03,black,oil seeds,41,0,0,dap
36.99,70.45,29.04,red,sugarcane,27,1,20,dap
35.01,69.3,40.11,sandy,sugarcane,25,0,32,dap
30.71,67.85,56.82,black,oil seeds,8,13,28,14-35-14
38.22,70.27,63.95,black,ground nuts,24,0,19,14-35-14
30.23,47.44,55.39,red,barley,38,2,4,dap
33.72,52.61,37.01,black,millets,22,0,27,10-26-26
29.14,58.06,43.94,clayey,paddy,37,0,0,14-35-14
34.18,69.67,48.66,sandy,cotton,23,3,19,urea
28.32,59.85,58.07,sandy,pulses,35,0,0,dap
28.16,57.48,62.2,sandy,cotton,6,0,7,10-26-26
40,52.02,45.67,clayey,maize,19,0,44,14-35-14
30.08,57.14,37.49,clayey,cotton,18,0,40,28-28
27.61,61.04,41.97,clayey,barley,34,2,4,14-35-14
23.74,62.35,31.53,sandy,ground nuts,38,4,1,urea
22.26,52.88,34.12,loamy,cotton,18,0,19,20-20
34.77,66.85,35.35,clayey,ground nuts,14,4,41,17-17-17
26.63,45.47,29.06,clayey,pulses,5,12,31,20-20
24.69,52.7,23.05,loamy,wheat,30,4,3,28-28
24.7,48.88,41.18,black,pulses,18,0,22,28-28
28.79,61.59,40.95,sandy,millets,16,6,14,dap
25.37,56.61,56.98,sandy,millets,9,0,34,10-26-26
35.56,61.27,33.78,black,barley,18,4,22,dap
29.95,59.77,47.09,red,oil seeds,10,15,11,14-35-14
28.85,45.97,49.62,black,wheat,24,0,24,urea
22.68,53.23,44.85,clayey,oil seeds,38,2,4,17-17-17
33.94,57.41,48.69,loamy,paddy,16,0,45,17-17-17
34.02,63.05,32.44,clayey,sugarcane,11,13,26,20-20
26.44,51.89,42.5,clayey,sugarcane,17,0,8,28-28
27.43,65.87,20,sandy,sugarcane,15,0,44,17-17-17
26.23,55.01,32.74,loamy,tobacco,13,0,13,20-20
30.45,68.48,46.14,black,pulses,27,0,20,14-35-14
25.4,50.75,42.4,black,barley,33,2,0,14-35-14
27.56,58.15,53,black,cotton,15,1,39,17-17-17
37.29,61.83,31.91,black,cotton,11,2,37,10-26-26
25.22,56.62,37.89,sandy,millets,35,4,0,urea
26.88,58.54,70,red,pulses,10,0,33,20-20
21.46,49.42,45.96,sandy,cotton,27,0,19,urea
28.14,68.89,31.96,clayey,cotton,11,9,33,28-28
32.55,64.64,43.51,loamy,pulses,11,0,45,17-17-17
24.15,40.44,44.93,red,ground nuts,20,2,22,28-28
36.93,71.6,35.49,loamy,maize,12,3,37,17-17-17
32.73,62.28,57.46,sandy,barley,12,0,44,28-28
29.55,66.21,41.21,clayey,millets,45,1,4,17-17-17
25.75,59.79,24.64,red,paddy,6,21,15,17-17-17
35.85,54.97,32.94,loamy,ground nuts,41,1,0,17-17-17
31.4,69.24,29.06,red,millets,35,0,0,10-26-26
34.9,71.05,59.48,red,wheat,11,4,40,20-20
30.98,59.93,30.97,loamy,wheat,13,0,6,28-28
24.15,51.72,31.91,red,sugarcane,9,4,13,urea
27.35,47.36,48.45,sandy,oil seeds,10,18,18,17-17-17
30.03,48.19,41.44,black,pulses,11,0,9,17-17-17
28.44,52.45,34.64,red,millets,22,0,26,28-28
24.69,45,34.65,black,ground nuts,19,0,23,dap
34.34,54.99,47.61,black,sugarcane,8,0,10,dap
28.13,53.68,52.13,black,cotton,6,13,26,28-28
27.41,51.23,46.31,black,tobacco,23,0,20,10-26-26
32.89,60.09,59.65,clayey,wheat,13,0,11,20-20
31.34,59.69,60.78,red,millets,18,0,36,17-17-17
27.79,58.46,20,red,tobacco,6,5,27,14-35-14
22.44,58.98,31.46,loamy,oil seeds,11,0,15,20-20
20.09,49.43,29.64,black,pulses,17,11,11,14-35-14
32.2,67.18,28.11,loamy,barley,15,18,16,14-35-14
31.51,67.28,31.19,clayey,paddy,10,0,19,dap
33.68,55.21,53.32,sandy,ground nuts,20,2,14,17-17-17
30.94,46.3,42.29,loamy,sugarcane,8,3,31,28-28
30.93,52.97,59.12,red,pulses,10,8,33,17-17-17
27.81,60,25.06,sandy,barley,45,0,0,20-20
31.36,56.32,45.45,sandy,barley,8,0,9,17-17-17
27.52,59.49,43.56,clayey,maize,2,14,18,17-17-17
32.97,57.21,28.8,loamy,barley,10,1,41,14-35-14
30.13,57.87,62.23,black,oil seeds,42,0,3,10-26-26
29.13,72.87,40.38,black,sugarcane,9,15,19,urea
29.47,68.26,30.54,sandy,oil seeds,38,0,3,17-17-17
27.2,52.83,31.04,red,paddy,8,17,16,28-28
29.52,70.13,55.59,loamy,millets,25,0,23,17-17-17
26.58,49.05,23.6,loamy,barley,22,1,15,20-20
32.39,69.83,53.98,red,cotton,8,0,8,17-17-17
27.86,58.24,49.66,red,barley,14,2,18,urea
27.87,59.72,43.57,loamy,barley,8,0,34,dap
31.12,59.5,48.49,loamy,maize,20,1,23,10-26-26
29.45,60.16,56.75,black,millets,6,13,26,urea
25.45,59.9,50.43,black,maize,18,0,18,dap
27.06,61.03,44.75,sandy,pulses,4,18,17,urea
25.44,59.38,44.01,red,paddy,5,11,26,10-26-26
26.27,47.12,39.19,red,paddy,37,3,3,28-28
30.57,48.3,44.43,sandy,pulses,41,0,0,14-35-14
27.27,66.44,34.85,loamy,oil seeds,11,1,19,20-20
21.07,43.97,40.04,black,tobacco,4,20,19,28-28
33.6,59.48,46.26,sandy,sugarcane,17,14,15,urea
30.34,54.73,62.24,black,cotton,10,2,10,28-28
28.43,66.03,44.05,black,millets,14,3,10,17-17-17
25.5,56.26,56.35,sandy,barley,15,0,31,28-28
33.23,61.09,39.74,loamy,oil seeds,22,2,21,17-17-17
27.83,45.02,52.22,black,oil seeds,34,0,1,dap
